title,developer,publisher_na,publisher_eu,release_na,release_eu,img,wiki_link,genre,mode
Operation Wolf,Taito,Taito,Taito,May 1989,1992,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Operation_Wolf_Poster.png/220px-Operation_Wolf_Poster.png,https://en.wikipedia.org/wiki/Operation_Wolf,Light gun shooter,Single-player
Orb-3D,Software Toolworks,Hi Tech Expressions,Unreleased,October 1990,Unreleased,https://www.mobygames.com/images/covers/l/18651-orb-3d-nes-front-cover.jpg,https://www.mobygames.com/game/nes/orb-3d,"Action, Puzzle",
Othello,HAL Laboratory,Acclaim Entertainment,Unreleased,December 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Othello_%28video_game_-_box_art%29.jpg/250px-Othello_%28video_game_-_box_art%29.jpg,https://en.wikipedia.org/wiki/Othello_(1986_video_game),Chess video game ,
Over Horizon,"Pixel, Hot-B",Unreleased,Takara,Unreleased,1991,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Nintendo_Entertainment_System_Over_Horizon_cover_art.jpg/220px-Nintendo_Entertainment_System_Over_Horizon_cover_art.jpg,https://en.wikipedia.org/wiki/Over_Horizon,Scrolling shooter,Single-player
Overlord,Probe Software,Virgin Interactive,Unreleased,January 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Overlord_%281990%29_Coverart.png/220px-Overlord_%281990%29_Coverart.png,https://en.wikipedia.org/wiki/Overlord_(1990_video_game),Strategy,Single-player
P.O.W.: Prisoners of War,SNK,SNK,SNK,September 1989,1989,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/P.O.W._Prisoners_of_War_arcadeflyer.png/250px-P.O.W._Prisoners_of_War_arcadeflyer.png,https://en.wikipedia.org/wiki/P.O.W.:_Prisoners_of_War,Beat 'em up,"Single player, 2 player Co-op"
Pac-Man[b],Namco,Tengen,Unreleased,October 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Pac_flyer.png/220px-Pac_flyer.png,https://en.wikipedia.org/wiki/Pac-Man,Maze,"Single-player, multiplayer (alternating turns)"
Pac-Man,Namco,Namco,Nintendo,November 1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Pac_flyer.png/220px-Pac_flyer.png,https://en.wikipedia.org/wiki/Pac-Man,Maze,"Single-player, multiplayer (alternating turns)"
Palamedes,Natsume,Hot-B,Unreleased,November 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Palamedes_Cover.jpg/220px-Palamedes_Cover.jpg,https://en.wikipedia.org/wiki/Palamedes_(video_game),Puzzle[3],"Single-player, multiplayer"
Panic Restaurant,EIM,Taito,Taito,August 1992,"May 26, 1994",https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Panic_Restaurant_cover.jpg/220px-Panic_Restaurant_cover.jpg,https://en.wikipedia.org/wiki/Panic_Restaurant,Platform,Single-player
Paperboy,Eastridge Technology,Mindscape,Mindscape,December 1988,"October 26, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Paperboy_arcadeflyer.png/220px-Paperboy_arcadeflyer.png,https://en.wikipedia.org/wiki/Paperboy_(video_game),Action,"Single player, 2 players alternating turns"
Paperboy 2,Eastridge Technology,Mindscape,Mindscape,April 1992,April 1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Paperboy_2_Cover.jpg/220px-Paperboy_2_Cover.jpg,https://en.wikipedia.org/wiki/Paperboy_2,Action,"Single-player, two-player"
Parasol Stars: Rainbow Island II,Ocean Software,Unreleased,Ocean Software,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Parasolstars_box.jpg/220px-Parasolstars_box.jpg,https://en.wikipedia.org/wiki/Parasol_Stars,Platform,"Single-player, multiplayer"
Parodius,Konami,Unreleased,Palcom Software,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Parodius_NES.jpg/220px-Parodius_NES.jpg,https://en.wikipedia.org/wiki/Parodius_(1990_video_game),Horizontal scrolling shooter,"Single-player, multiplayer"
Phantom Fighter,"Marionette, SRS",FCI,Unreleased,April 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Phantom_Fighter_cover.png/220px-Phantom_Fighter_cover.png,https://en.wikipedia.org/wiki/Phantom_Fighter,Action,Single-player
Pictionary,Software Creations,LJN,Unreleased,July 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Pictionary_NES_cover.jpg/220px-Pictionary_NES_cover.jpg,https://en.wikipedia.org/wiki/Pictionary_(video_game),Board game,"Single-player, multiplayer"
Pinball,Nintendo Research & Development 1,Nintendo,Nintendo,"October 18, 1985","September 1, 1986",https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/P_NES.PNG/220px-P_NES.PNG,https://en.wikipedia.org/wiki/Pinball_(1984_video_game),Pinball,"Single-player, multiplayer"
Pinball Quest,TOSE,Jaleco,Jaleco,June 1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Pinball_Quest_cover.jpg/220px-Pinball_Quest_cover.jpg,https://en.wikipedia.org/wiki/Pinball_Quest,PinballRoleplaying game,Single-player or multiplayer
Pin*Bot,Rare,Nintendo,Nintendo,April 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/PinBot_NES_boxart.jpg/220px-PinBot_NES_boxart.jpg,https://en.wikipedia.org/wiki/Pin*Bot_(video_game),Pinball simulation,"Single-player, multiplayer"
Pipe Dream,Distinctive Software,Bullet-Proof Software,Unreleased,September 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Pipe_mania_cover_art.jpg/220px-Pipe_mania_cover_art.jpg,https://en.wikipedia.org/wiki/Pipe_Mania,Puzzle,Single-player
Pirates!,Rare,Ultra Games,Palcom Software,October 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Sid_Meier%27s_Pirates%21_%281987%29_Coverart.png/220px-Sid_Meier%27s_Pirates%21_%281987%29_Coverart.png,https://en.wikipedia.org/wiki/Sid_Meier%27s_Pirates!,"Action-adventure, strategy",Single-player
Platoon,Sunsoft,Sunsoft,Unreleased,December 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Platoon_Amiga.jpg/220px-Platoon_Amiga.jpg,https://en.wikipedia.org/wiki/Platoon_(1987_video_game),Shoot 'em up,Single-player
Popeye,Nintendo Research & Development 1,Nintendo,Nintendo,"June 6, 1986",1987,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Popeye_arcadeflyer.PNG/220px-Popeye_arcadeflyer.PNG,https://en.wikipedia.org/wiki/Popeye_(video_game),Platform,"Single-player, 2 players alternating"
Power Blade,Natsume,Taito,Taito,March 1991,"January 23, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Power_Blade_Boxart.jpg/220px-Power_Blade_Boxart.jpg,https://en.wikipedia.org/wiki/Power_Blade,Action/Platform,Single-player
Power Blade 2,Natsume,Taito,Unreleased,October 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Power_Blade_2_cover.png/256px-Power_Blade_2_cover.png,https://en.wikipedia.org/wiki/Power_Blade_2,Action/Platformer,Single-player
Power Punch II,Beam Software,American Softworks,Unreleased,June 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Power_Punch_II_Cover.jpg/220px-Power_Punch_II_Cover.jpg,https://en.wikipedia.org/wiki/Power_Punch_II,Sports (boxing) [1],Single-player
Predator,Pack-In-Video,Activision,Actvision,April 1989,1992,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Predator_cover.webp/220px-Predator_cover.webp.png,https://en.wikipedia.org/wiki/Predator_(video_game),Action game,Single-player
Prince of Persia,MotiveTime,Virgin Interactive,Mindscape,November 1992,"April 29, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Prince_of_Persia_1989_cover.jpg/220px-Prince_of_Persia_1989_cover.jpg,https://en.wikipedia.org/wiki/Prince_of_Persia_(1989_video_game),Cinematic platformer,Single-player
Princess Tomato in the Salad Kingdom,Hudson Soft,Hudson Soft,Unreleased,February 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Princesstomato.jpg/220px-Princesstomato.jpg,https://en.wikipedia.org/wiki/Princess_Tomato_in_the_Salad_Kingdom,Adventure,Single player
Pro Sport Hockey,TOSE,Jaleco,Unreleased,November 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/a/a9/ProSportHockeyBoxShotNES.jpg,https://en.wikipedia.org/wiki/Pro_Sport_Hockey,Arcade ice hockey[1],Single-player  Two-player
Pro Wrestling,Nintendo Research & Development 3,Nintendo,Nintendo,March 1987,"September 15, 1987",https://upload.wikimedia.org/wikipedia/en/8/8d/Nesprowrestlingbox.jpg,https://en.wikipedia.org/wiki/Pro_Wrestling_(NES_video_game),"Fighting, Sports","Single-player, multiplayer"
Punch-Out!! Featuring Mr. Dream,Nintendo Research & Development 3,Nintendo,Nintendo,August 1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Punch-out_mrdream_boxart.PNG/220px-Punch-out_mrdream_boxart.PNG,https://en.wikipedia.org/wiki/Punch-Out!!_(NES),Sports (boxing)  Fighting,Single-player
The Punisher,Beam Software,LJN,Unreleased,November 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Cover_to_1990_Punisher_NES_game.jpg/220px-Cover_to_1990_Punisher_NES_game.jpg,https://en.wikipedia.org/wiki/The_Punisher_(1990_NES_video_game),Rail shooter,Single-player
Puss 'n Boots: Pero's Great Adventure,Shouei System,Electro Brain,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/9/9d/Puss_%27n_Boots_Pero%27s_Great_Adventure_Cover.jpg,https://en.wikipedia.org/wiki/Puss_%27n_Boots:_Pero%27s_Great_Adventure,Platform,Single-player
Puzznic,Taito,Taito,Taito,November 1990,"April 25, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Puzznic_Cover.jpg/220px-Puzznic_Cover.jpg,https://en.wikipedia.org/wiki/Puzznic,Puzzle (tile-matching),Single-player
Q*bert,Konami,Ultra Games,Unreleased,February 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/7/7c/Q%2Abert_arcade_cabinet.jpg,https://en.wikipedia.org/wiki/Q*bert,Action,1-2 players alternating
Qix,Novotrade International,Taito,Unreleased,January 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Qix_Poster.png/220px-Qix_Poster.png,https://en.wikipedia.org/wiki/Qix,Puzzle,"Single-player, multiplayer"
R.B.I. Baseball[b],Tengen,Tengen,Unreleased,June 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/R.B.I._Baseball_Cover.jpg/250px-R.B.I._Baseball_Cover.jpg,https://en.wikipedia.org/wiki/R.B.I._Baseball,,
R.C. Pro-Am,Rare,Nintendo,Nintendo,February 1988,"April 15, 1988",https://upload.wikimedia.org/wikipedia/en/thumb/4/46/RC_Pro_Am_cover.jpg/220px-RC_Pro_Am_cover.jpg,https://en.wikipedia.org/wiki/R.C._Pro-Am,"Racing, vehicular combat",Single-player
R.C. Pro-Am II,Rare,Tradewest,Tradewest,December 1992,"September 23, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/RC_Pro_Am_2_cover.jpg/220px-RC_Pro_Am_2_cover.jpg,https://en.wikipedia.org/wiki/R.C._Pro-Am_II,Racing/Vehicular combat,"Single-player, multiplayer"
Racket Attack,TOSE,Jaleco,Jaleco,October 1988,"March 24, 1994",https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Racket_Attack.jpg/220px-Racket_Attack.jpg,https://en.wikipedia.org/wiki/Racket_Attack,Sports[3],Single-player  Multiplayer (up to 2 players)
Rackets & Rivals,Konami,Unreleased,Palcom Software,Unreleased,1993,https://www.mobygames.com/images/shots/l/557862-rackets-rivals-nes-screenshot-title-screen.png,https://www.mobygames.com/game/nes/rackets-rivals,Sport,
Rad Racer,Square,Nintendo,Nintendo,"October 1, 1987","January 15, 1988",https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Rad_racer_box_front.jpg/220px-Rad_racer_box_front.jpg,https://en.wikipedia.org/wiki/Rad_Racer,Arcade style racing,Single-player
Rad Racer II,Square,Square,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Rad_racer_box_front.jpg/220px-Rad_racer_box_front.jpg,https://en.wikipedia.org/wiki/Rad_Racer_II,Arcade style racing,Single-player
Raid on Bungeling Bay,Hudson Soft,Brøderbund,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Raid_on_Bungeling_Bay_Cover.jpg/220px-Raid_on_Bungeling_Bay_Cover.jpg,https://en.wikipedia.org/wiki/Raid_on_Bungeling_Bay,Shoot 'em up,Single-player
Rainbow Islands,Taito,Taito,Unreleased,June 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Rainbow_Islands_flyer.png/250px-Rainbow_Islands_flyer.png,https://en.wikipedia.org/wiki/Rainbow_Islands:_The_Story_of_Bubble_Bobble_2,Platform,"Up to 2 players, alternating turns"
Rainbow Islands: Bubble Bobble 2,Ocean Software,Unreleased,Ocean Software,Unreleased,1991,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Rainbow_Islands_flyer.png/250px-Rainbow_Islands_flyer.png,https://en.wikipedia.org/wiki/Rainbow_Islands:_The_Story_of_Bubble_Bobble_2,Platform,"Up to 2 players, alternating turns"
Rally Bike,Toaplan,Romstar,Unreleased,September 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Rally_Bike_arcade_flyer.jpg/220px-Rally_Bike_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Rally_Bike,Racing,"
Single-player
Multiplayer
"
Rambo,Pack-In-Video,Acclaim Entertainment,Unreleased,May 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Rambo_NES_game_cover.png/220px-Rambo_NES_game_cover.png,https://en.wikipedia.org/wiki/Rambo_(Nintendo_Entertainment_System_game),"Action/Platformer,[1] Metroidvania[2]",Single-player
Rampage,Data East,Data East,Unreleased,December 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Rampage_flyer.png/220px-Rampage_flyer.png,https://en.wikipedia.org/wiki/Rampage_(1986_video_game),Action,1 to 3 simultaneous players
Rampart,Bitmasters,Jaleco,Jaleco,January 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Rampart_Cover.jpg/220px-Rampart_Cover.jpg,https://en.wikipedia.org/wiki/Rampart_(video_game),Strategy/Puzzle,1-3 players simultaneously
Remote Control,Riedel Software Productions,Hi Tech Expressions,Unreleased,May 1990,Unreleased,https://www.mobygames.com/images/covers/l/44870-remote-control-apple-ii-front-cover.jpg,https://www.mobygames.com/game/remote-control,Strategy,
The Ren & Stimpy Show: Buckeroo$!,Imagineering,THQ,Unreleased,November 1993,Unreleased,https://www.mobygames.com/images/covers/l/202030-the-ren-stimpy-show-buckeroos-nes-front-cover.jpg,https://www.mobygames.com/game/ren-stimpy-show-buckeroo,Action,
Renegade,Technōs Japan,Taito,Unreleased,January 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Renegade_game_flyer.png/220px-Renegade_game_flyer.png,https://en.wikipedia.org/wiki/Renegade_(video_game),Beat 'em up,"Single-player, multiplayer"
Rescue: The Embassy Mission,Kemco,Kemco*Seika,Kemco,January 1990,"March 27, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Hostages_box.jpg/220px-Hostages_box.jpg,https://en.wikipedia.org/wiki/Rescue:_The_Embassy_Mission,Tactical shooter,Single-player
Ring King,"Jastec, Neue Design",Data East,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Ring_king_arcadeflyer.png/250px-Ring_king_arcadeflyer.png,https://en.wikipedia.org/wiki/Ring_King,Sports (boxing),Single-playerTwo players
River City Ransom (NA)Street Gangs (EU),Technōs Japan,Technōs Japan,Infogrames,January 1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/River_City_Ransom-front.jpg/220px-River_City_Ransom-front.jpg,https://en.wikipedia.org/wiki/River_City_Ransom,"Beat 'em up, action role-playing","Single-player, multiplayer"
Road Fighter,Konami,Unreleased,Palcom Software,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/RoadFighter_arcadeflyer.png/220px-RoadFighter_arcadeflyer.png,https://en.wikipedia.org/wiki/Road_Fighter,Racing,"Single-player, multiplayer"
RoadBlasters,Beam Software,Mindscape,Mindscape,January 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/RoadBlasters.jpg/220px-RoadBlasters.jpg,https://en.wikipedia.org/wiki/RoadBlasters,Vehicular combat,Single-player
Robin Hood: Prince of Thieves,Sculptured Software,Virgin Interactive,Mindscape,November 1991,"December 10, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Robin_Hood_-_Prince_of_Thieves_Coverart.png/220px-Robin_Hood_-_Prince_of_Thieves_Coverart.png,https://en.wikipedia.org/wiki/Robin_Hood:_Prince_of_Thieves_(video_game),Historic action adventure,Single-player campaign
RoboCop,"Data East, Sakata SAS",Data East,Ocean Software,December 1989,"April 25, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/2/23/RoboCop_arcade_flyer.jpg/220px-RoboCop_arcade_flyer.jpg,https://en.wikipedia.org/wiki/RoboCop_(1988_video_game),"Beat 'em up, run and gun",Single-player  Multiplayer (not in all versions)
RoboCop 2,Painting by Numbers,Data East,Ocean Software,April 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/RoboCop_2_game_cover.jpg/220px-RoboCop_2_game_cover.jpg,https://en.wikipedia.org/wiki/RoboCop_2_(video_game),PlatformShooter,Single-player
RoboCop 3,Probe Software,Ocean Software,Ocean Software,August 1992,"July 28, 1994",https://upload.wikimedia.org/wikipedia/en/thumb/4/47/RoboCop_3_game_cover_art.jpg/220px-RoboCop_3_game_cover_art.jpg,https://en.wikipedia.org/wiki/RoboCop_3_(video_game),PlatformShooter,Single-player
Robowarrior,"Hudson Soft, Aicom",Jaleco,Jaleco,December 1988,"September 27, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Robowarrior_Cover.jpg/220px-Robowarrior_Cover.jpg,https://en.wikipedia.org/wiki/Robowarrior,"Action, puzzle",Single-player
Rock 'n' Ball,KID,NTVIC,Unreleased,January 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/RocknBallBoxShotNES.jpg/220px-RocknBallBoxShotNES.jpg,https://en.wikipedia.org/wiki/Rock_%27n%27_Ball,Pinball[1],Single-player  Multiplayer (up to four players)
Rocket Ranger,Beam Software,Kemco*Seika,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Rocket_ranger.jpg/220px-Rocket_ranger.jpg,https://en.wikipedia.org/wiki/Rocket_Ranger,Action-adventure,Single-player
The Rocketeer,Ironwind Software,Bandai,Unreleased,May 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/The_Rocketeer_cover.jpg/220px-The_Rocketeer_cover.jpg,https://en.wikipedia.org/wiki/The_Rocketeer_(NES_video_game),2D action platformer,Single-player
Rockin' Kats,Atlus,Atlus,Atlus,September 1991,"November 19, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Rockin_Kats_cover.jpg/220px-Rockin_Kats_cover.jpg,https://en.wikipedia.org/wiki/Rockin%27_Kats,Platform,Single-player
Rod Land,The Sales Curve,Unreleased,Storm,Unreleased,1993,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/RodLand_arcadeflyer.png/220px-RodLand_arcadeflyer.png,https://en.wikipedia.org/wiki/Rod_Land,Platform,"Single-player, 2 players simultaneously"
Roger Clemens' MVP Baseball,Sculptured Software,LJN,Unreleased,October 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Roger_Clemens%27_MVP_Baseball_cover.jpg/220px-Roger_Clemens%27_MVP_Baseball_cover.jpg,https://en.wikipedia.org/wiki/Roger_Clemens%27_MVP_Baseball,Traditional baseball simulation,"Single-player, multiplayer"
Rollerball,HAL Laboratory,HAL America,HAL Laboratory,February 1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Rollerball_NES_cover.jpg/220px-Rollerball_NES_cover.jpg,https://en.wikipedia.org/wiki/Rollerball_(video_game),Pinball,Single-player
Rollerblade Racer,Radiance,Hi Tech Expressions,Unreleased,February 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Rollerblade-Racer-nes.jpg/220px-Rollerblade-Racer-nes.jpg,https://en.wikipedia.org/wiki/Rollerblade_Racer,Alternative sports[1] (inline skating[3]),Single-player
RollerGames,Konami,Ultra Games,Konami,September 1990,"October 24, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/RollergamesArcadeFlyer.jpg/220px-RollergamesArcadeFlyer.jpg,https://en.wikipedia.org/wiki/RollerGames_(video_game),Sports,Single-player  Multiplayer
