title,developer,publisher_na,publisher_eu,release_na,release_eu,img,wiki_link,genre,multi-support
Super Spy Hunter,Sunsoft,Sunsoft,Sunsoft,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Spy_Hunter_side_art.png/220px-Spy_Hunter_side_art.png,https://en.wikipedia.org/wiki/Super_Spy_Hunter,Vehicular combat,False
Super Team Games,Human Entertainment,Nintendo,Unreleased,1988,Unreleased,,https://en.wikipedia.org/wiki/Super_Team_Games,,False
Super Turrican,Manfred Trenz,Unreleased,Imagineer,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Super_Turrican_NES.jpg/220px-Super_Turrican_NES.jpg,https://en.wikipedia.org/wiki/Super_Turrican_(NES),Run and gun,False
Superman,Kemco,Kemco*Seika,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/5/59/SupermanNES.jpg,https://en.wikipedia.org/wiki/Superman_(Kemco_game),Action-adventure,False
Swamp Thing,Imagineering,THQ,THQ,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Swamp_Thing_cover.jpg/220px-Swamp_Thing_cover.jpg,https://en.wikipedia.org/wiki/Swamp_Thing_(video_game),Platform,False
Sword Master,Athena,Activision,Activision,1992,1993,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Sword_Master_for_NES_cover_art.jpg/220px-Sword_Master_for_NES_cover_art.jpg,https://en.wikipedia.org/wiki/Sword_Master_(video_game),Platform game,False
Swords and Serpents,Interplay Entertainment,Acclaim Entertainment,Acclaim Entertainment,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Swords_and_Serpents_cover.jpg/220px-Swords_and_Serpents_cover.jpg,https://en.wikipedia.org/wiki/Swords_and_Serpents,"Role-playing, dungeon crawl",True
Taboo: The Sixth Sense,Rare,Tradewest,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Taboo_-_The_Sixth_Sense_Title_Screen.png/220px-Taboo_-_The_Sixth_Sense_Title_Screen.png,https://en.wikipedia.org/wiki/Taboo:_The_Sixth_Sense,Non-game,False
Tag Team Wrestling,"Data East, Sakata SAS",Data East,Unreleased,1986,Unreleased,,https://en.wikipedia.org/wiki/Tag_Team_Wrestling,Sports   Fighting,True
TaleSpin,Capcom,Capcom,Capcom,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/TaleSpin_NES_Cover.png/220px-TaleSpin_NES_Cover.png,https://en.wikipedia.org/wiki/TaleSpin_(Capcom),Scrolling shooter,False
Target: Renegade,Software Creations,Taito,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Target_renegade_inlay.jpg/256px-Target_renegade_inlay.jpg,https://en.wikipedia.org/wiki/Target:_Renegade,Beat 'em up,True
Tecmo Baseball,Tecmo,Tecmo,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/TecmoBaseball.jpg/220px-TecmoBaseball.jpg,https://en.wikipedia.org/wiki/Tecmo_Baseball,Sports,True
Tecmo Bowl,Tecmo,Tecmo,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/TecmoBowl_arcadeflyer.png/220px-TecmoBowl_arcadeflyer.png,https://en.wikipedia.org/wiki/Tecmo_Bowl,American football video game ,True
Tecmo Cup Soccer Game (NA)Tecmo Cup: Football Game (EU),Tecmo,Tecmo,Tecmo,1992,1992,https://upload.wikimedia.org/wikipedia/en/2/24/TecmoCupSoccerGame.jpg,https://en.wikipedia.org/wiki/Tecmo_Cup_Soccer_Game,Sports   Role playing,False
Tecmo NBA Basketball,Sculptured Software,Tecmo,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Tecmo_NBA_Basketball_cover.png/220px-Tecmo_NBA_Basketball_cover.png,https://en.wikipedia.org/wiki/Tecmo_NBA_Basketball,Sports,True
Tecmo Super Bowl,Tecmo,Tecmo,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/1/13/Tecmo_Super_Bowl.jpg,https://en.wikipedia.org/wiki/Tecmo_Super_Bowl,Sports ,True
Tecmo World Cup Soccer,Tecmo,Unreleased,Tecmo,Unreleased,1991,,https://en.wikipedia.org/wiki/Tecmo_World_Cup_Soccer,Sports,True
Tecmo World Wrestling,Tecmo,Tecmo,Tecmo,1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Tecmo_World_Wrestling.jpg/220px-Tecmo_World_Wrestling.jpg,https://en.wikipedia.org/wiki/Tecmo_World_Wrestling,Professional wrestling,True
Teenage Mutant Ninja Turtles (NA/AU)Teenage Mutant Hero Turtles (EU),Konami,Ultra Games,Palcom Software,1989,1990,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Teenage_Mutant_Ninja_Turtles_%281989_video_game%29.jpg/220px-Teenage_Mutant_Ninja_Turtles_%281989_video_game%29.jpg,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(NES_video_game),Action-platform,False
Teenage Mutant Ninja Turtles II: The Arcade Game (NA/AU)Teenage Mutant Hero Turtles II: The Arcade Game (EU),Konami,Ultra Games,Konami,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Teenage_Mutant_Ninja_Turtles_%281989_arcade_game%29.jpg/220px-Teenage_Mutant_Ninja_Turtles_%281989_arcade_game%29.jpg,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(arcade_game),Beat 'em up,True
Teenage Mutant Ninja Turtles III: The Manhattan Project,Konami,Konami,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/TMTN3_CoverArt.jpg/220px-TMTN3_CoverArt.jpg,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_III:_The_Manhattan_Project,Beat 'em up,True
Teenage Mutant Ninja Turtles: Tournament Fighters (NA)Teenage Mutant Hero Turtles: Tournament Fighters (EU),Konami,Konami,Konami,1994,1994,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/TMNT_Tournament_Fighters_print_ad.png/250px-TMNT_Tournament_Fighters_print_ad.png,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles:_Tournament_Fighters#Nintendo_Entertainment_System_version,Fighting game,True
Tennis,"Nintendo Research & Development 1, Intelligent Systems",Nintendo,Nintendo,1985,1986,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Tennis_%28video_game%29.jpg/220px-Tennis_%28video_game%29.jpg,https://en.wikipedia.org/wiki/Tennis_(1984_video_game),Sports,True
The Terminator,Radical Entertainment,Mindscape,Mindscape,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Terminator_%28franchise_logo%29.svg/250px-Terminator_%28franchise_logo%29.svg.png,https://en.wikipedia.org/wiki/The_Terminator_(NES),ActionAdventureBeat em upFirst-person shooterRacingPlatformSide-scrollingShoot 'em upThird-person shooter,False
Terminator 2: Judgment Day,Software Creations,LJN,LJN,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Terminator_%28franchise_logo%29.svg/250px-Terminator_%28franchise_logo%29.svg.png,https://en.wikipedia.org/wiki/List_of_Terminator_video_games#Terminator_2:_Judgment_Day_(8-bit_version),ActionAdventureBeat em upFirst-person shooterRacingPlatformSide-scrollingShoot 'em upThird-person shooter,False
Terra Cresta,Nihon Bussan,Vic Tokai,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/TerraCresta_arcadeflyer.png/220px-TerraCresta_arcadeflyer.png,https://en.wikipedia.org/wiki/Terra_Cresta,Vertical-scrolling shooter,True
Tetris,Nintendo Research & Development 1,Nintendo,Nintendo,1989,1990,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Tetris_NES_cover_art.jpg/220px-Tetris_NES_cover_art.jpg,https://en.wikipedia.org/wiki/Tetris_(NES_video_game),Puzzle,False
Tetris 2,TOSE,Nintendo,Nintendo,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Tetris_2_NES.jpg/220px-Tetris_2_NES.jpg,https://en.wikipedia.org/wiki/Tetris_2_(1993_video_game),Puzzle,True
The Three Stooges,Beam Software,Activision,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Three_stooges_box_art.jpg/220px-Three_stooges_box_art.jpg,https://en.wikipedia.org/wiki/The_Three_Stooges_(video_game),Adventure,False
Thunder & Lightning,Visco Corporation,Romstar,Unreleased,1990,Unreleased,,https://en.wikipedia.org/wiki/Thunder_%26_Lightning_(video_game),,False
Thunderbirds,Pack-In-Video,Activision,Unreleased,1990,Unreleased,,https://en.wikipedia.org/wiki/Thunderbirds_(game),,False
Thundercade,Micronics,American Sammy,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/ThundercadeFlyer.jpg/220px-ThundercadeFlyer.jpg,https://en.wikipedia.org/wiki/Thundercade,Scrolling shooter,True
Tiger-Heli,Micronics,Acclaim Entertainment,Acclaim Entertainment,1987,1990,https://upload.wikimedia.org/wikipedia/en/f/ff/Tiger-Heli_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Tiger-Heli,Vertically scrolling shooter,True
Time Lord,Rare,Milton Bradley Company,Milton Bradley Company,1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Time_Lord_Coverart.png/256px-Time_Lord_Coverart.png,https://en.wikipedia.org/wiki/Time_Lord_(video_game),"Action, platforming",False
Times of Lore,Toho,Toho,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Times_of_Lore_cover.jpg/220px-Times_of_Lore_cover.jpg,https://en.wikipedia.org/wiki/Times_of_Lore,"Action-adventure game, action role-playing game",False
Tiny Toon Adventures,Konami,Konami,Konami,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Tiny_Toon_Adventures_NES_cover.jpg/220px-Tiny_Toon_Adventures_NES_cover.jpg,https://en.wikipedia.org/wiki/Tiny_Toon_Adventures_(video_game),platformer,False
Tiny Toon Adventures 2: Trouble in Wackyland,Konami,Konami,Konami,1993,1994,https://upload.wikimedia.org/wikipedia/en/2/26/Tiny_Toon_Adventures_2_Trouble_in_Wackyland_cover.jpg,https://en.wikipedia.org/wiki/Tiny_Toon_Adventures_2:_Trouble_in_Wackyland,platformer,False
Tiny Toon Adventures Cartoon Workshop,Novotrade International,Konami,Konami,1992,1992,https://upload.wikimedia.org/wikipedia/en/c/ce/Tiny_Toon_Adventures_Cartoon_Workshop_cover.jpg,https://en.wikipedia.org/wiki/Tiny_Toon_Adventures_Cartoon_Workshop,Edutainment,False
To the Earth,Cirque Verte,Nintendo,Nintendo,1989,1990,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Totheaf.jpg/220px-Totheaf.jpg,https://en.wikipedia.org/wiki/To_the_Earth,Shoot 'em up,False
Toki,Daiei Seisakusho,Taito,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Toki_arcade_flyer.jpg/220px-Toki_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Toki_(video_game),Platform,True
Tom and Jerry,Software Creations,Hi Tech Expressions,Hi Tech Expressions,1991,1992,,https://en.wikipedia.org/wiki/Tom_and_Jerry_(video_game),,False
Tombs & Treasure,Compile,Infocom,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/f/fb/TombsandTreasurebox.jpg,https://en.wikipedia.org/wiki/Tombs_%26_Treasure,"Adventure, role-playing",False
Top Gun,Konami,Konami,Konami,1987,1988,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Top_Gun_NES_game_cover.jpg/220px-Top_Gun_NES_game_cover.jpg,https://en.wikipedia.org/wiki/Top_Gun_(1987_video_game),"Shoot 'em up, combat flight simulation",False
Top Gun: The Second Mission,Konami,Konami,Konami,1990,1991,,https://en.wikipedia.org/wiki/Top_Gun_(video_game)#The_Second_Mission,,False
Top Players' Tennis (NA)Four Players' Tennis (EU),Home Data,Asmik,Nintendo,1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Top_Players_Tennis_NES.jpg/220px-Top_Players_Tennis_NES.jpg,https://en.wikipedia.org/wiki/Top_Players%27_Tennis,Sports,True
Total Recall,Interplay Entertainment,Acclaim Entertainment,Acclaim Entertainment,1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Total_Recall_%28video_game%29_%28Cover%29.jpg/220px-Total_Recall_%28video_game%29_%28Cover%29.jpg,https://en.wikipedia.org/wiki/Total_Recall_(video_game),Platform,False
Totally Rad,Aicom,Jaleco,Jaleco,1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Totally_Rad_cover_NES.jpg/250px-Totally_Rad_cover_NES.jpg,https://en.wikipedia.org/wiki/Totally_Rad,"Action, platformer",False
Touch Down Fever,SNK,SNK,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/TouchDownFever_arcadeflyer.png/220px-TouchDownFever_arcadeflyer.png,https://en.wikipedia.org/wiki/Touch_Down_Fever,Sports ,True
Town & Country Surf Designs: Wood & Water Rage,Atlus,LJN,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/WoodWaterRageNESBoxShot.jpg/220px-WoodWaterRageNESBoxShot.jpg,https://en.wikipedia.org/wiki/Town_%26_Country_Surf_Designs:_Wood_%26_Water_Rage,Sports,True
Town & Country II: Thrilla's Surfari,Sculptured Software,LJN,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/ThrillasSurfariBoxShotNES.jpg/220px-ThrillasSurfariBoxShotNES.jpg,https://en.wikipedia.org/wiki/Town_%26_Country_II:_Thrilla%27s_Surfari,Action game,True
Toxic Crusaders,TOSE,Bandai,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Toxic_Crusaders.jpg/220px-Toxic_Crusaders.jpg,https://en.wikipedia.org/wiki/Toxic_Crusaders_(video_game),"Beat 'em up, Platformer, Shoot 'em up",True
Track & Field (NA)Track & Field in Barcelona (EU),Konami,Konami,Kemco,1987,1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Track%26Field_arcadeflyer.png/220px-Track%26Field_arcadeflyer.png,https://en.wikipedia.org/wiki/Track_%26_Field_(video_game),Sports ,True
Track & Field II,Konami,Konami,Konami,1989,1989,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Track_and_Field_2_cover.jpg/220px-Track_and_Field_2_cover.jpg,https://en.wikipedia.org/wiki/Track_%26_Field_II,Sports game,True
Treasure Master,Software Creations,American Softworks,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/TreasureMasterNes.jpg/220px-TreasureMasterNes.jpg,https://en.wikipedia.org/wiki/Treasure_Master,Platform,False
Trog!,Visual Concepts,Acclaim Entertainment,Acclaim Entertainment,1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Trog_arcade_flyer.jpg/220px-Trog_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Trog!,Maze,True
Trojan,Capcom,Capcom,Capcom,1987,1989,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Trojan_%28video_game_brochure%29.png/220px-Trojan_%28video_game_brochure%29.png,https://en.wikipedia.org/wiki/Trojan_(video_game),Hack and slash  Beat 'em up,True
The Trolls in Crazyland,KID,Unreleased,American Softworks,Unreleased,1993,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Doki%21_Doki%21_Yuuenchi_-_Crazy_Land_Daisakusen_Coverart.png/220px-Doki%21_Doki%21_Yuuenchi_-_Crazy_Land_Daisakusen_Coverart.png,https://en.wikipedia.org/wiki/Doki!_Doki!_Y%C5%ABenchi:_Crazy_Land_Daisakusen,Action,False
Twin Cobra,Micronics,American Sammy,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Twin_Cobra_arcade_flyer.jpg/220px-Twin_Cobra_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Twin_Cobra,Vertically scrolling shooter,True
Twin Eagle,SETA,Romstar,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Twin_Eagle_cover.jpg/220px-Twin_Eagle_cover.jpg,https://en.wikipedia.org/wiki/Twin_Eagle,Scrolling shooter,True
Ufouria: The Saga,Sunsoft,Unreleased,Sunsoft,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Ufouria-box-art.jpg/220px-Ufouria-box-art.jpg,https://en.wikipedia.org/wiki/Ufouria:_The_Saga,Action-adventure,False
Ultima III: Exodus,Newtopia Planning,FCI,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Ultima_III_Exodus_cover.jpg/220px-Ultima_III_Exodus_cover.jpg,https://en.wikipedia.org/wiki/Ultima_III:_Exodus,Role-playing,False
Ultima IV: Quest of the Avatar,"Atelier Double, Infinity",FCI,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Ultima_IV_box.jpg/220px-Ultima_IV_box.jpg,https://en.wikipedia.org/wiki/Ultima_IV:_Quest_of_the_Avatar,Role-playing,False
Ultima V: Warriors of Destiny,Origin Systems,FCI,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Ultima5box.jpg/220px-Ultima5box.jpg,https://en.wikipedia.org/wiki/Ultima_V:_Warriors_of_Destiny,Role-playing,False
Ultimate Air Combat,Activision,Activision,Activision,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Ultimate_Air_Combat_Cover.jpg/220px-Ultimate_Air_Combat_Cover.jpg,https://en.wikipedia.org/wiki/Ultimate_Air_Combat,Modern jet flight simulation,False
Ultimate Basketball,Aicom,American Sammy,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Ultimate_Basketball_cover.jpg/220px-Ultimate_Basketball_cover.jpg,https://en.wikipedia.org/wiki/Ultimate_Basketball,Sports,True
The Uncanny X-Men,Pixel,LJN,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/The_Uncanny_X-Men_Coverart.png/220px-The_Uncanny_X-Men_Coverart.png,https://en.wikipedia.org/wiki/The_Uncanny_X-Men_(video_game),2D action platformer,True
Uncharted Waters,Koei,Koei,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Uncharted_Waters_New_Horizons_Cover.jpg/220px-Uncharted_Waters_New_Horizons_Cover.jpg,https://en.wikipedia.org/wiki/Uncharted_Waters,,False
Uninvited,Kemco,Kemco*Seika,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Uninvited_cover.png/220px-Uninvited_cover.png,https://en.wikipedia.org/wiki/Uninvited_(video_game),Adventure,False
The Untouchables,Special FX Software,Ocean Software,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/The_Untouchables_cover.jpg/220px-The_Untouchables_cover.jpg,https://en.wikipedia.org/wiki/The_Untouchables_(video_game),Action,False
Urban Champion,Nintendo Research & Development 1,Nintendo,Nintendo,1986,1987,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Urban_Champion_cover.jpg/220px-Urban_Champion_cover.jpg,https://en.wikipedia.org/wiki/Urban_Champion,Fighting,True
Vegas Dream,HAL Laboratory,HAL America,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Vegas_Dream_Cover.jpg/220px-Vegas_Dream_Cover.jpg,https://en.wikipedia.org/wiki/Vegas_Dream,Casino,True
Vice: Project Doom,Aicom,American Sammy,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Vice_Project_Doom_%28cover_art%29.jpg/256px-Vice_Project_Doom_%28cover_art%29.jpg,https://en.wikipedia.org/wiki/Vice:_Project_Doom,"Platformer, driving, shooter",False
Videomation,FarSight Studios,THQ,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/VideomationBoxArt.jpg/220px-VideomationBoxArt.jpg,https://en.wikipedia.org/wiki/Videomation,Productivity,False
Volleyball,Nintendo Research & Development 1,Nintendo,Nintendo,1987,1987,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Volleyball_Cover.png/220px-Volleyball_Cover.png,https://en.wikipedia.org/wiki/Volleyball_(video_game),Sports,True
Wacky Races,Atlus,Atlus,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Wacky_Races_front.jpg/220px-Wacky_Races_front.jpg,https://en.wikipedia.org/wiki/Wacky_Races_(1991_video_game),Platform,False
Wall Street Kid,SOFEL,SOFEL,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Wall_Street_Kid.jpg/220px-Wall_Street_Kid.jpg,https://en.wikipedia.org/wiki/Wall_Street_Kid,"Tycoon, social simulation, strategy",False
Wario's Woods,Nintendo Research & Development 1,Nintendo,Nintendo,1994,1994,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Wario%27s_Woods_NES.jpg/220px-Wario%27s_Woods_NES.jpg,https://en.wikipedia.org/wiki/Wario%27s_Woods,Puzzle,True
Wayne Gretzky Hockey,Bethesda Softworks,THQ,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Wayne_Gretzky_Hockey_NES_cover.jpg/220px-Wayne_Gretzky_Hockey_NES_cover.jpg,https://en.wikipedia.org/wiki/Wayne_Gretzky_Hockey,Sports ,True
Wayne's World,Radical Entertainment,THQ,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Wayne%27s_World_SNES.jpg/220px-Wayne%27s_World_SNES.jpg,https://en.wikipedia.org/wiki/Wayne%27s_World_(video_game),2D action platformer,False
WCW Wrestling,Nichibutsu,FCI,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/WCW_World_Championship_Wrestling_Coverart.png/220px-WCW_World_Championship_Wrestling_Coverart.png,https://en.wikipedia.org/wiki/WCW_Wrestling,Fighting,True
Werewolf: The Last Warrior,"Data East, Sakata SAS",Data East,Data East,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Werewolf_The_Last_Warrior_cover.jpg/220px-Werewolf_The_Last_Warrior_cover.jpg,https://en.wikipedia.org/wiki/Werewolf:_The_Last_Warrior,Platform game,False
Wheel of Fortune,Rare,GameTek,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Game show,False
Wheel of Fortune Family Edition,Rare,GameTek,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Game show,False
Wheel of Fortune: Featuring Vanna White,Imagitec,GameTek,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Game show,False
Wheel of Fortune Junior Edition,Rare,GameTek,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Game show,False
Where in Time Is Carmen Sandiego?,Distinctive Software,Konami,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Where_in_Time_is_Carmen_Sandiego_Coverart.png/200px-Where_in_Time_is_Carmen_Sandiego_Coverart.png,https://en.wikipedia.org/wiki/Where_in_Time_Is_Carmen_Sandiego%3F_(1989),"Educational, strategy",False
Where's Waldo?,Bethesda Softworks,THQ,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/c/c1/WheresWaldoNesBox.jpg,https://en.wikipedia.org/wiki/Where%27s_Waldo%3F_(video_game),Hidden object game,False
Who Framed Roger Rabbit,Rare,LJN,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Roger_Rabbit_NES.jpg/220px-Roger_Rabbit_NES.jpg,https://en.wikipedia.org/wiki/Who_Framed_Roger_Rabbit_(1989_video_game),Action-adventure,False
Whomp 'Em,Jaleco,Jaleco,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Whomp_%27Em_Coverart.png/220px-Whomp_%27Em_Coverart.png,https://en.wikipedia.org/wiki/Whomp_%27Em,Platform,False
Widget,Graphic Research,Atlus,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Widget_Coverart.png/220px-Widget_Coverart.png,https://en.wikipedia.org/wiki/Widget_(video_game),2D action platformer,False
Wild Gunman,"Nintendo Research & Development 1, Intelligent Systems",Nintendo,Nintendo,1985,1987,https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Wild_Gunman_Coverart.png/220px-Wild_Gunman_Coverart.png,https://en.wikipedia.org/wiki/Wild_Gunman,Light gun game,False
Willow,Capcom,Capcom,Capcom,1989,1991,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Willow_vg_box.jpg/220px-Willow_vg_box.jpg,https://en.wikipedia.org/wiki/Willow_(video_game),Action role-playing,False
"Win, Lose, or Draw",Riedel Software Productions,Hi Tech Expressions,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Win%2C_Lose%2C_or_Draw.jpg/250px-Win%2C_Lose%2C_or_Draw.jpg,"https://en.wikipedia.org/wiki/Win,_Lose_or_Draw#Home_versions",,False
Winter Games,Atelier Double,Acclaim Entertainment,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Winter_Games_Coverart.png/220px-Winter_Games_Coverart.png,https://en.wikipedia.org/wiki/Winter_Games,Sports game,False
Wizardry: Proving Grounds of the Mad Overlord,Sir-Tech,Nexoft,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Wizardry_pgotmo.jpg/220px-Wizardry_pgotmo.jpg,https://en.wikipedia.org/wiki/Wizardry:_Proving_Grounds_of_the_Mad_Overlord,Role-playing video game,False
Wizardry II: The Knight of Diamonds,Sir-Tech,ASCII,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Wizardry_II_-_The_Knight_of_Diamonds_Coverart.png/220px-Wizardry_II_-_The_Knight_of_Diamonds_Coverart.png,https://en.wikipedia.org/wiki/Wizardry_II:_The_Knight_of_Diamonds,Role-playing,False
Wizards & Warriors,Rare,Acclaim Entertainment,Acclaim Entertainment,1987,1990,https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Wizards_and_Warriors_NES_cover.jpg/220px-Wizards_and_Warriors_NES_cover.jpg,https://en.wikipedia.org/wiki/Wizards_%26_Warriors,2D action platformer,False
