title,wiki_link,developer,publisher_na,publisher_eu,release_na,release_eu,img,genre,mode
Pac-Man[b],https://en.wikipedia.org/wiki/Pac-Man,Namco,Tengen,Unreleased,October 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Pac_flyer.png/220px-Pac_flyer.png,Maze,"Single-player, multiplayer (alternating turns)"
Pac-Man,https://en.wikipedia.org/wiki/Pac-Man,Namco,Namco,Nintendo,November 1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Pac_flyer.png/220px-Pac_flyer.png,Maze,"Single-player, multiplayer (alternating turns)"
Palamedes,https://en.wikipedia.org/wiki/Palamedes_(video_game),Natsume,Hot-B,Unreleased,November 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Palamedes_Cover.jpg/220px-Palamedes_Cover.jpg,Puzzle[3],"Single-player, multiplayer"
Panic Restaurant,https://en.wikipedia.org/wiki/Panic_Restaurant,EIM,Taito,Taito,August 1992,"May 26, 1994",https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Panic_Restaurant_cover.jpg/220px-Panic_Restaurant_cover.jpg,Platform,Single-player
Paperboy,https://en.wikipedia.org/wiki/Paperboy_(video_game),Eastridge Technology,Mindscape,Mindscape,December 1988,"October 26, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Paperboy_arcadeflyer.png/220px-Paperboy_arcadeflyer.png,Action,"Single player, 2 players alternating turns"
Paperboy 2,https://en.wikipedia.org/wiki/Paperboy_2,Eastridge Technology,Mindscape,Mindscape,April 1992,April 1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Paperboy_2_Cover.jpg/220px-Paperboy_2_Cover.jpg,Action,"Single-player, two-player"
Parasol Stars: Rainbow Island II,https://en.wikipedia.org/wiki/Parasol_Stars,Ocean Software,Unreleased,Ocean Software,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Parasolstars_box.jpg/220px-Parasolstars_box.jpg,Platform,"Single-player, multiplayer"
Parodius,https://en.wikipedia.org/wiki/Parodius_(1990_video_game),Konami,Unreleased,Palcom Software,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Parodius_NES.jpg/220px-Parodius_NES.jpg,Horizontal scrolling shooter,"Single-player, multiplayer"
Phantom Fighter,https://en.wikipedia.org/wiki/Phantom_Fighter,"Marionette, SRS",FCI,Unreleased,April 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Phantom_Fighter_cover.png/220px-Phantom_Fighter_cover.png,Action,Single-player
Pictionary,https://en.wikipedia.org/wiki/Pictionary_(video_game),Software Creations,LJN,Unreleased,July 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Pictionary_NES_cover.jpg/220px-Pictionary_NES_cover.jpg,Board game,"Single-player, multiplayer"
Pinball,https://en.wikipedia.org/wiki/Pinball_(1984_video_game),Nintendo Research & Development 1,Nintendo,Nintendo,"October 18, 1985","September 1, 1986",https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/P_NES.PNG/220px-P_NES.PNG,Pinball,"Single-player, multiplayer"
Pinball Quest,https://en.wikipedia.org/wiki/Pinball_Quest,TOSE,Jaleco,Jaleco,June 1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Pinball_Quest_cover.jpg/220px-Pinball_Quest_cover.jpg,PinballRoleplaying game,Single-player or multiplayer
Pin*Bot,https://en.wikipedia.org/wiki/Pin*Bot_(video_game),Rare,Nintendo,Nintendo,April 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/PinBot_NES_boxart.jpg/220px-PinBot_NES_boxart.jpg,Pinball simulation,"Single-player, multiplayer"
Pipe Dream,https://en.wikipedia.org/wiki/Pipe_Mania,Distinctive Software,Bullet-Proof Software,Unreleased,September 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Pipe_mania_cover_art.jpg/220px-Pipe_mania_cover_art.jpg,Puzzle,Single-player
Pirates!,https://en.wikipedia.org/wiki/Sid_Meier%27s_Pirates!,Rare,Ultra Games,Palcom Software,October 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Sid_Meier%27s_Pirates%21_%281987%29_Coverart.png/220px-Sid_Meier%27s_Pirates%21_%281987%29_Coverart.png,"Action-adventure, strategy",Single-player
Platoon,https://en.wikipedia.org/wiki/Platoon_(1987_video_game),Sunsoft,Sunsoft,Unreleased,December 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Platoon_Amiga.jpg/220px-Platoon_Amiga.jpg,Shoot 'em up,Single-player
Popeye,https://en.wikipedia.org/wiki/Popeye_(video_game),Nintendo Research & Development 1,Nintendo,Nintendo,"June 6, 1986",1987,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Popeye_arcadeflyer.PNG/220px-Popeye_arcadeflyer.PNG,Platform,"Single-player, 2 players alternating"
Power Blade,https://en.wikipedia.org/wiki/Power_Blade,Natsume,Taito,Taito,March 1991,"January 23, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Power_Blade_Boxart.jpg/220px-Power_Blade_Boxart.jpg,Action/Platform,Single-player
Power Blade 2,https://en.wikipedia.org/wiki/Power_Blade_2,Natsume,Taito,Unreleased,October 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Power_Blade_2_cover.png/256px-Power_Blade_2_cover.png,Action/Platformer,Single-player
Power Punch II,https://en.wikipedia.org/wiki/Power_Punch_II,Beam Software,American Softworks,Unreleased,June 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Power_Punch_II_Cover.jpg/220px-Power_Punch_II_Cover.jpg,Sports (boxing) [1],Single-player
Predator,https://en.wikipedia.org/wiki/Predator_(video_game),Pack-In-Video,Activision,Actvision,April 1989,1992,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Predator_cover.webp/220px-Predator_cover.webp.png,Action game,Single-player
Prince of Persia,https://en.wikipedia.org/wiki/Prince_of_Persia_(1989_video_game),MotiveTime,Virgin Interactive,Mindscape,November 1992,"April 29, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Prince_of_Persia_1989_cover.jpg/220px-Prince_of_Persia_1989_cover.jpg,Cinematic platformer,Single-player
Princess Tomato in the Salad Kingdom,https://en.wikipedia.org/wiki/Princess_Tomato_in_the_Salad_Kingdom,Hudson Soft,Hudson Soft,Unreleased,February 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Princesstomato.jpg/220px-Princesstomato.jpg,Adventure,Single player
Pro Sport Hockey,https://en.wikipedia.org/wiki/Pro_Sport_Hockey,TOSE,Jaleco,Unreleased,November 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/a/a9/ProSportHockeyBoxShotNES.jpg,Arcade ice hockey[1],Single-player  Two-player
Pro Wrestling,https://en.wikipedia.org/wiki/Pro_Wrestling_(NES_video_game),Nintendo Research & Development 3,Nintendo,Nintendo,March 1987,"September 15, 1987",https://upload.wikimedia.org/wikipedia/en/8/8d/Nesprowrestlingbox.jpg,"Fighting, Sports","Single-player, multiplayer"
Punch-Out!! Featuring Mr. Dream,https://en.wikipedia.org/wiki/Punch-Out!!_(NES),Nintendo Research & Development 3,Nintendo,Nintendo,August 1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Punch-out_mrdream_boxart.PNG/220px-Punch-out_mrdream_boxart.PNG,Sports (boxing)  Fighting,Single-player
The Punisher,https://en.wikipedia.org/wiki/The_Punisher_(1990_NES_video_game),Beam Software,LJN,Unreleased,November 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Cover_to_1990_Punisher_NES_game.jpg/220px-Cover_to_1990_Punisher_NES_game.jpg,Rail shooter,Single-player
Puss 'n Boots: Pero's Great Adventure,https://en.wikipedia.org/wiki/Puss_%27n_Boots:_Pero%27s_Great_Adventure,Shouei System,Electro Brain,Unreleased,June 1990,Unreleased,,Platform,Single-player
Puzznic,https://en.wikipedia.org/wiki/Puzznic,Taito,Taito,Taito,November 1990,"April 25, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Puzznic_Cover.jpg/220px-Puzznic_Cover.jpg,Puzzle (tile-matching),Single-player
Q*bert,https://en.wikipedia.org/wiki/Q*bert,Konami,Ultra Games,Unreleased,February 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/7/7c/Q%2Abert_arcade_cabinet.jpg,Action,1-2 players alternating
Qix,https://en.wikipedia.org/wiki/Qix,Novotrade International,Taito,Unreleased,January 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Qix_Poster.png/220px-Qix_Poster.png,Puzzle,"Single-player, multiplayer"
R.B.I. Baseball[b],https://en.wikipedia.org/wiki/R.B.I._Baseball,Tengen,Tengen,Unreleased,June 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/R.B.I._Baseball_Cover.jpg/250px-R.B.I._Baseball_Cover.jpg,,
R.C. Pro-Am,https://en.wikipedia.org/wiki/R.C._Pro-Am,Rare,Nintendo,Nintendo,February 1988,"April 15, 1988",https://upload.wikimedia.org/wikipedia/en/thumb/4/46/RC_Pro_Am_cover.jpg/220px-RC_Pro_Am_cover.jpg,"Racing, vehicular combat",Single-player
R.C. Pro-Am II,https://en.wikipedia.org/wiki/R.C._Pro-Am_II,Rare,Tradewest,Tradewest,December 1992,"September 23, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/RC_Pro_Am_2_cover.jpg/220px-RC_Pro_Am_2_cover.jpg,Racing/Vehicular combat,"Single-player, multiplayer"
Racket Attack,https://en.wikipedia.org/wiki/Racket_Attack,TOSE,Jaleco,Jaleco,October 1988,"March 24, 1994",https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Racket_Attack.jpg/220px-Racket_Attack.jpg,Sports[3],Single-player  Multiplayer (up to 2 players)
Rackets & Rivals,https://en.wikipedia.org/wiki/Rackets_%26_Rivals,Konami,Unreleased,Palcom Software,Unreleased,1993,,,
Rad Racer,https://en.wikipedia.org/wiki/Rad_Racer,Square,Nintendo,Nintendo,"October 1, 1987","January 15, 1988",https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Rad_racer_box_front.jpg/220px-Rad_racer_box_front.jpg,Arcade style racing,Single-player
Rad Racer II,https://en.wikipedia.org/wiki/Rad_Racer_II,Square,Square,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Rad_racer_box_front.jpg/220px-Rad_racer_box_front.jpg,Arcade style racing,Single-player
Raid on Bungeling Bay,https://en.wikipedia.org/wiki/Raid_on_Bungeling_Bay,Hudson Soft,Brøderbund,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Raid_on_Bungeling_Bay_Cover.jpg/220px-Raid_on_Bungeling_Bay_Cover.jpg,Shoot 'em up,Single-player
Rainbow Islands,https://en.wikipedia.org/wiki/Rainbow_Islands:_The_Story_of_Bubble_Bobble_2,Taito,Taito,Unreleased,June 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Rainbow_Islands_flyer.png/250px-Rainbow_Islands_flyer.png,Platform,"Up to 2 players, alternating turns"
Rainbow Islands: Bubble Bobble 2,https://en.wikipedia.org/wiki/Rainbow_Islands:_The_Story_of_Bubble_Bobble_2,Ocean Software,Unreleased,Ocean Software,Unreleased,1991,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Rainbow_Islands_flyer.png/250px-Rainbow_Islands_flyer.png,Platform,"Up to 2 players, alternating turns"
Rally Bike,https://en.wikipedia.org/wiki/Rally_Bike,Toaplan,Romstar,Unreleased,September 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Rally_Bike_arcade_flyer.jpg/220px-Rally_Bike_arcade_flyer.jpg,Racing,"
Single-player
Multiplayer
"
Rambo,https://en.wikipedia.org/wiki/Rambo_(Nintendo_Entertainment_System_game),Pack-In-Video,Acclaim Entertainment,Unreleased,May 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Rambo_NES_game_cover.png/220px-Rambo_NES_game_cover.png,"Action/Platformer,[1] Metroidvania[2]",Single-player
Rampage,https://en.wikipedia.org/wiki/Rampage_(1986_video_game),Data East,Data East,Unreleased,December 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Rampage_flyer.png/220px-Rampage_flyer.png,Action,1 to 3 simultaneous players
Rampart,https://en.wikipedia.org/wiki/Rampart_(video_game),Bitmasters,Jaleco,Jaleco,January 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Rampart_Cover.jpg/220px-Rampart_Cover.jpg,Strategy/Puzzle,1-3 players simultaneously
Remote Control,https://en.wikipedia.org/wiki/Remote_Control_(game_show),Riedel Software Productions,Hi Tech Expressions,Unreleased,May 1990,Unreleased,,,
The Ren & Stimpy Show: Buckeroo$!,https://en.wikipedia.org/wiki/The_Ren_%26_Stimpy_Show#Video_games,Imagineering,THQ,Unreleased,November 1993,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/The_Ren_%26_Stimpy_Show_Logo.png/250px-The_Ren_%26_Stimpy_Show_Logo.png,,
Renegade,https://en.wikipedia.org/wiki/Renegade_(video_game),Technōs Japan,Taito,Unreleased,January 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Renegade_game_flyer.png/220px-Renegade_game_flyer.png,Beat 'em up,"Single-player, multiplayer"
Rescue: The Embassy Mission,https://en.wikipedia.org/wiki/Rescue:_The_Embassy_Mission,Kemco,Kemco*Seika,Kemco,January 1990,"March 27, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Hostages_box.jpg/220px-Hostages_box.jpg,Tactical shooter,Single-player
Ring King,https://en.wikipedia.org/wiki/Ring_King,"Jastec, Neue Design",Data East,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Ring_king_arcadeflyer.png/250px-Ring_king_arcadeflyer.png,Sports (boxing),Single-playerTwo players
River City Ransom (NA)Street Gangs (EU),https://en.wikipedia.org/wiki/River_City_Ransom,Technōs Japan,Technōs Japan,Infogrames,January 1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/River_City_Ransom-front.jpg/220px-River_City_Ransom-front.jpg,"Beat 'em up, action role-playing","Single-player, multiplayer"
Road Fighter,https://en.wikipedia.org/wiki/Road_Fighter,Konami,Unreleased,Palcom Software,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/RoadFighter_arcadeflyer.png/220px-RoadFighter_arcadeflyer.png,Racing,"Single-player, multiplayer"
RoadBlasters,https://en.wikipedia.org/wiki/RoadBlasters,Beam Software,Mindscape,Mindscape,January 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/RoadBlasters.jpg/220px-RoadBlasters.jpg,Vehicular combat,Single-player
Robin Hood: Prince of Thieves,https://en.wikipedia.org/wiki/Robin_Hood:_Prince_of_Thieves_(video_game),Sculptured Software,Virgin Interactive,Mindscape,November 1991,"December 10, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Robin_Hood_-_Prince_of_Thieves_Coverart.png/220px-Robin_Hood_-_Prince_of_Thieves_Coverart.png,Historic action adventure,Single-player campaign
RoboCop,https://en.wikipedia.org/wiki/RoboCop_(1988_video_game),"Data East, Sakata SAS",Data East,Ocean Software,December 1989,"April 25, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/2/23/RoboCop_arcade_flyer.jpg/220px-RoboCop_arcade_flyer.jpg,"Beat 'em up, run and gun",Single-player  Multiplayer (not in all versions)
RoboCop 2,https://en.wikipedia.org/wiki/RoboCop_2_(video_game),Painting by Numbers,Data East,Ocean Software,April 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/RoboCop_2_game_cover.jpg/220px-RoboCop_2_game_cover.jpg,PlatformShooter,Single-player
RoboCop 3,https://en.wikipedia.org/wiki/RoboCop_3_(video_game),Probe Software,Ocean Software,Ocean Software,August 1992,"July 28, 1994",https://upload.wikimedia.org/wikipedia/en/thumb/4/47/RoboCop_3_game_cover_art.jpg/220px-RoboCop_3_game_cover_art.jpg,PlatformShooter,Single-player
Robowarrior,https://en.wikipedia.org/wiki/Robowarrior,"Hudson Soft, Aicom",Jaleco,Jaleco,December 1988,"September 27, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Robowarrior_Cover.jpg/220px-Robowarrior_Cover.jpg,"Action, puzzle",Single-player
Rock 'n' Ball,https://en.wikipedia.org/wiki/Rock_%27n%27_Ball,KID,NTVIC,Unreleased,January 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/RocknBallBoxShotNES.jpg/220px-RocknBallBoxShotNES.jpg,Pinball[1],Single-player  Multiplayer (up to four players)
Rocket Ranger,https://en.wikipedia.org/wiki/Rocket_Ranger,Beam Software,Kemco*Seika,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Rocket_ranger.jpg/220px-Rocket_ranger.jpg,Action-adventure,Single-player
The Rocketeer,https://en.wikipedia.org/wiki/The_Rocketeer_(NES_video_game),Ironwind Software,Bandai,Unreleased,May 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/The_Rocketeer_cover.jpg/220px-The_Rocketeer_cover.jpg,2D action platformer,Single-player
Rockin' Kats,https://en.wikipedia.org/wiki/Rockin%27_Kats,Atlus,Atlus,Atlus,September 1991,"November 19, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Rockin_Kats_cover.jpg/220px-Rockin_Kats_cover.jpg,Platform,Single-player
Rod Land,https://en.wikipedia.org/wiki/Rod_Land,The Sales Curve,Unreleased,Storm,Unreleased,1993,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/RodLand_arcadeflyer.png/220px-RodLand_arcadeflyer.png,Platform,"Single-player, 2 players simultaneously"
Roger Clemens' MVP Baseball,https://en.wikipedia.org/wiki/Roger_Clemens%27_MVP_Baseball,Sculptured Software,LJN,Unreleased,October 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Roger_Clemens%27_MVP_Baseball_cover.jpg/220px-Roger_Clemens%27_MVP_Baseball_cover.jpg,Traditional baseball simulation,"Single-player, multiplayer"
Rollerball,https://en.wikipedia.org/wiki/Rollerball_(video_game),HAL Laboratory,HAL America,HAL Laboratory,February 1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Rollerball_NES_cover.jpg/220px-Rollerball_NES_cover.jpg,Pinball,Single-player
Rollerblade Racer,https://en.wikipedia.org/wiki/Rollerblade_Racer,Radiance,Hi Tech Expressions,Unreleased,February 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Rollerblade-Racer-nes.jpg/220px-Rollerblade-Racer-nes.jpg,Alternative sports[1] (inline skating[3]),Single-player
RollerGames,https://en.wikipedia.org/wiki/RollerGames_(video_game),Konami,Ultra Games,Konami,September 1990,"October 24, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/RollergamesArcadeFlyer.jpg/220px-RollergamesArcadeFlyer.jpg,Sports,Single-player  Multiplayer
Romance of the Three Kingdoms (video game),https://en.wikipedia.org/wiki/Romance_of_the_Three_Kingdoms_(video_game),Koei,Koei,Unreleased,October 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Romance_of_the_Three_Kingdoms_cover.jpg/220px-Romance_of_the_Three_Kingdoms_cover.jpg,Strategy,"Single-player, multiplayer"
Romance of the Three Kingdoms II,https://en.wikipedia.org/wiki/Romance_of_the_Three_Kingdoms_II,Koei,Koei,Unreleased,September 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Romance_of_the_Three_Kingdoms_II.jpg/220px-Romance_of_the_Three_Kingdoms_II.jpg,Turn-based strategy,"Single Player, multiplayer (max 8 (12 in Windows))"
Roundball: 2 on 2 Challenge,https://en.wikipedia.org/wiki/Roundball:_2_on_2_Challenge,Park Place Productions,Mindscape,Mindscape,"May 27, 1992",1992,https://upload.wikimedia.org/wikipedia/en/3/3d/RoundballNABoxShotNES.jpg,Traditional sports[2] (arcade basketball),Single-player
Rush'n Attack,https://en.wikipedia.org/wiki/Rush%27n_Attack,Konami,Konami,Konami,April 1987,1988,https://upload.wikimedia.org/wikipedia/en/e/e4/Rush%27n_Attack_artwork.PNG,Run-and-gun,"Single-player, multiplayer"
Rygar,https://en.wikipedia.org/wiki/Rygar,Tecmo,Tecmo,Tecmo,July 1987,"March 30, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Rygar_arcade_game_flyer.png/220px-Rygar_arcade_game_flyer.png,Platform (Arcade)Action-adventure (NES),"2 players, separate turns"
S.C.A.T.: Special Cybernetic Attack Team (NA)Action in New York (EU),https://en.wikipedia.org/wiki/S.C.A.T.:_Special_Cybernetic_Attack_Team,Natsume,Natsume,Infogrames,June 1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/S.C.A.T._-_Special_Cybernetic_Attack_Team_%28game_box_art%29.jpg/220px-S.C.A.T._-_Special_Cybernetic_Attack_Team_%28game_box_art%29.jpg,Shoot 'em up,"Single-player, multiplayer"
Section Z,https://en.wikipedia.org/wiki/Section_Z,Capcom,Capcom,Capcom,July 1987,"September 27, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Section_Z_%28brochure%29.png/220px-Section_Z_%28brochure%29.png,Scrolling shooter,Single-player (2-player alternating)
